word,frequency,length
باليوم,2,6
بامتياز,2,7
بانشغالات,2,9
بانغ,2,4
بانفجار,2,7
بانه,2,4
بانهيار,2,7
باهظ,2,4
باولي,2,5
باي,2,3
ببالغ,2,5
ببذل,2,4
ببورسعيد,2,8
ببيان,2,5
بتأدية,2,6
بتأهله,2,6
بتأييد,2,6
بتجميد,2,6
بتحديث,2,6
بتحرير,2,6
بتحسين,2,6
بتحقيق,2,6
بتحمل,2,5
بتدخل,2,5
بترتيب,2,6
بترويج,2,6
بتسديدة,2,7
بتسريع,2,6
بتسوية,2,6
بتشديد,2,6
بتشكيلة,2,7
بتضحيات,2,7
بتعليم,2,6
بتغطية,2,6
بتكريم,2,6
بتلقي,2,5
بتهديدات,2,8
بتهم,2,4
بتوجيهات,2,8
بتوقعات,2,7
بتوقيع,2,6
بثبات,2,5
بثت,2,3
بجبهات,2,6
بجد,2,3
بجديد,2,5
بجرائم,2,6
بجراحه,2,6
بجمهوريتي,2,9
بجنوب,2,5
بجودة,2,5
بجيزان,2,6
بحار,2,4
بحب,2,3
بحثنا,2,5
بحثي,2,4
بحجة,2,4
بحجز,2,4
بحدوث,2,5
بحدود,2,5
بحرارة,2,6
بحرب,2,4
بحركة,2,5
بحري,2,4
بحمولة,2,6
بحيرة,2,5
بخبرة,2,5
بخسارة,2,6
بخطة,2,4
بخطورة,2,6
بخير,2,4
بدأه,2,4
بدؤوا,2,5
بداء,2,4
بدائل,2,5
بدار,2,4
بدافع,2,5
بدرجات,2,6
بدفن,2,4
بدمشق,2,5
بدني,2,4
بدو,2,3
بدوام,2,5
بدورة,2,5
بذريعة,2,6
بذهبية,2,6
بذيئة,2,5
برأت,2,4
برأس,2,4
برؤية,2,5
براك,2,4
برايدي,2,6
برباعية,2,7
برخان,2,5
برفض,2,4
برقم,2,4
برقية,2,5
بركان,2,5
برلمان,2,6
برمجة,2,5
برنامجا,2,7
برنامجه,2,7
بروتوكول,2,8
بروتوكولات,2,10
برونو,2,5
بريتني,2,6
بريدج,2,5
بريطاني,2,7
بساعة,2,5
بسط,2,3
بسكين,2,5
بسلام,2,5
بسنت,2,4
بسيادة,2,6
بسيرة,2,5
بشأنه,2,5
بشبهة,2,5
بشحنات,2,6
بشر,2,3
بشركة,2,5
بشرى,2,4
بشقيها,2,6
بشهادة,2,6
بصراع,2,5
بصري,2,4
بصفتها,2,6
بصفقة,2,5
بصنعاء,2,6
بصوت,2,4
بضائع,2,5
بضربات,2,6
بضربة,2,5
بضعفي,2,5
بضمان,2,5
بضواحي,2,6
بطرسبرغ,2,7
بطش,2,3
بطن,2,3
بطولته,2,6
بظروف,2,5
بعائدات,2,7
بعثات,2,5
بعده,2,4
بعضكم,2,5
بعقد,2,4
بعقوبات,2,7
بعلاج,2,5
بعلم,2,4
بعمق,2,4
بعمله,2,5
بعملها,2,6
بعنف,2,4
بعيار,2,5
بعينها,2,6
بغياب,2,5
بفحص,2,4
بفصل,2,4
بقائها,2,6
بقايا,2,5
بقسم,2,4
بقصر,2,4
بقضايا,2,6
بقياس,2,5
بقيم,2,4
بك,2,2
بكارثة,2,6
بكتيبة,2,6
بكثافة,2,6
بكثرة,2,5
بكلمة,2,5
بكلية,2,5
بلادي,2,5
بلاستيكية,2,9
بلة,2,3
بلجود,2,5
بلجيكا,2,6
بلدانهم,2,7
بلسان,2,5
بلماضي,2,6
بلو,2,3
بلورة,2,5
بلوغه,2,5
بلون,2,4
بليغة,2,5
بليل,2,4
بمادة,2,5
بمبنى,2,5
بمجموعة,2,7
بمحاربة,2,7
بمحاسبة,2,7
بمحاكاة,2,7
بمحاولة,2,7
بمحور,2,5
بمدرسة,2,6
بمدى,2,4
بمديريتي,2,8
بمركبة,2,6
بمركبته,2,7
بمستشفى,2,7
بمصادرة,2,7
بمصالح,2,6
بمصلحة,2,6
بمضاعفات,2,8
بمظهر,2,5
بمعيار,2,6
بمعية,2,5
بمفردك,2,6
بمفرده,2,6
بمفهوم,2,6
بمقاس,2,5
بمكان,2,5
بمكتبه,2,6
بملابس,2,6
بملف,2,4
بمنحة,2,5
بمنظمة,2,6
بمنع,2,4
بمنعه,2,5
بمواصفات,2,8
بمواصلة,2,7
بمواقع,2,6
بموضوع,2,6
بمياه,2,5
بناؤه,2,5
بنابولي,2,7
بنادق,2,5
بنادي,2,5
بندا,2,4
بنزلات,2,6
بنسب,2,4
بنشاط,2,5
بنشر,2,4
بنصف,2,4
بنقطة,2,5
بنقلها,2,6
بنكية,2,5
بنود,2,4
بنوع,2,4
بنوعيه,2,6
بنوم,2,4
بنيت,2,4
بهاء,2,4
بهدوء,2,5
بواجبها,2,7
بوادر,2,5
بواسع,2,5
بوت,2,3
بوتفليقة,2,8
بوتن,2,4
بوجهة,2,5
بوحشية,2,6
بودولياك,2,8
بورصة,2,5
بورلا,2,5
بورنموث,2,7
بوزير,2,5
بوسائل,2,6
بوسطن,2,5
بوسعهم,2,6
بوضياف,2,6
بوعكة,2,5
بوقت,2,4
بوقرة,2,5
بوكو,2,4
بولتون,2,6
بوليتيكو,2,8
بوياني,2,6
بيئته,2,5
بيئية,2,5
بيار,2,4
بيانهم,2,6
بيبي,2,4
بيتا,2,4
بيتر,2,4
بيراتس,2,6
بيرزيت,2,6
بيرس,2,4
بيسبوك,2,6
بيست,2,4
بيكي,2,4
بيلا,2,4
تآكل,2,4
تأثرت,2,5
تأخر,2,4
تأزم,2,4
تأسست,2,5
تأشيرة,2,6
تأكيدا,2,6
تأكيدات,2,7
تأهلت,2,5
تأهله,2,5
تأهلها,2,6
تؤخذ,2,4
تؤسس,2,4
تابعت,2,5
تامر,2,4
تايم,2,4
تبادلت,2,6
تباين,2,5
تبرئة,2,5
تبرز,2,4
تبريد,2,5
تبكي,2,4
تبلع,2,4
تبنته,2,5
تتألف,2,5
تتبدد,2,5
تتبناه,2,6
تتخذه,2,5
تتدهور,2,6
تترأس,2,5
تترافق,2,6
تترك,2,4
تتركز,2,5
تتزايد,2,6
تتصاعد,2,6
تتصدر,2,5
تتصل,2,4
تتضح,2,4
تتعلم,2,5
تتعمد,2,5
تتفاعل,2,6
تتقاضى,2,6
تتكاثر,2,6
تتكون,2,5
تتماشى,2,6
تتمركز,2,6
تتنافى,2,6
تتناقض,2,6
تتواجد,2,6
تتوانى,2,6
تتوزع,2,5
تتوفر,2,5
تتوقعها,2,7
تتيح,2,4
تجارة,2,5
تجارتها,2,7
تجاهلها,2,7
تجاوب,2,5
تجتمع,2,5
تجديدها,2,7
تجر,2,3
تجربتها,2,7
تجرى,2,4
تجريه,2,5
تجزئة,2,5
تجعلك,2,5
تجعلها,2,6
تجميلية,2,7
تجيب,2,4
تحتاجه,2,6
تحتج,2,4
تحتويه,2,6
تحتية,2,5
تحديث,2,5
تحذيرا,2,6
تحركات,2,6
تحصلت,2,5
تحصيل,2,5
تحضر,2,4
تحضيرا,2,6
تحضيرات,2,7
تحطمت,2,5
تحفيظ,2,5
تحقيقاتها,2,9
تحقيقهم,2,7
تحكم,2,4
تحكيم,2,5
تحلق,2,4
تحلم,2,4
تحلية,2,5
تحمله,2,5
تحولا,2,5
تحولات,2,6
تحوي,2,4
تحيط,2,4
تحييد,2,5
تختار,2,5
تختبر,2,5
تخرج,2,4
تخريب,2,5
تخصيب,2,5
تخفض,2,4
تخللت,2,5
تخللتها,2,7
تخليد,2,5
تدار,2,4
تدخلا,2,5
تدخلت,2,5
تدخله,2,5
تدريبا,2,6
تدريبية,2,7
تدريجي,2,6
تدفعه,2,5
تدفقات,2,6
تدلي,2,4
تدمر,2,4
تدميرا,2,6
تدوم,2,4
تدوير,2,5
تديرها,2,6
تذكره,2,5
تر,2,2
ترأسه,2,5
تراثية,2,6
تراستا,2,6
تراعي,2,5
ترافق,2,5
تراقب,2,5
ترتاح,2,5
ترتكبها,2,7
ترتيبات,2,7
ترسانتها,2,8
ترشح,2,4
ترشحه,2,5
ترف,2,3
ترقى,2,4
تركنا,2,5
تركه,2,4
تركيب,2,5
ترليون,2,6
ترمي,2,4
ترند,2,4
ترنيمة,2,6
تروث,2,4
تريدون,2,6
تريزيجيه,2,8
تريفور,2,6
تزامن,2,5
تزايدت,2,6
تزخر,2,4
تساءل,2,5
تساعدنا,2,7
تسافر,2,5
تساي,2,4
تستجب,2,5
تستجيب,2,6
تستخدمه,2,7
تستضيفه,2,7
تستعرض,2,6
تستفحل,2,6
تستلزم,2,6
تستهلك,2,6
تستوجب,2,6
تسجيلها,2,7
تسريب,2,5
تسريبا,2,6
تسع,2,3
تسعير,2,5
تسفر,2,4
تسلمت,2,5
تسليح,2,5
تسليمهم,2,7
تسليمهما,2,8
تسمع,2,4
تشابك,2,5
تشابه,2,5
تشاينا,2,6
تشرح,2,4
تشريع,2,5
تشوه,2,4
تشيرنوبيل,2,9
تشيطن,2,5
تشييد,2,5
تصاعدا,2,6
تصحيح,2,5
تصدره,2,5
تصريحاتها,2,9
تصطف,2,4
تصف,2,3
تصلح,2,4
تصنع,2,4
تصنف,2,4
تصنيعها,2,7
تصويب,2,5
تصويره,2,6
تضارب,2,5
تضاريس,2,6
تضاعفت,2,6
تضاف,2,4
تضخم,2,4
تضخيم,2,5
تضرب,2,4
تضررا,2,5
تضرروا,2,6
تضمين,2,5
تطال,2,4
تطبيقا,2,6
تطبيقه,2,6
تطلبه,2,5
تطورا,2,5
تطوره,2,5
تطورها,2,6
تطويره,2,6
تطير,2,4
تعارض,2,5
تعازيه,2,6
تعاف,2,4
تعاقده,2,6
تعاملات,2,7
تعاملت,2,6
تعب,2,3
تعتقل,2,5
تعتمدها,2,7
تعثر,2,4
تعداد,2,5
تعديله,2,6
تعرضها,2,6
تعرفت,2,5
تعز,2,3
تعزز,2,4
تعزم,2,4
تعزيزها,2,7
تعطل,2,4
تعقد,2,4
تعلمون,2,6
تعلو,2,4
تعليقه,2,6
تعليمة,2,6
تعميق,2,5
تعنت,2,4
تعويضات,2,7
تعيينه,2,6
تغريدته,2,7
تغلب,2,4
تغييره,2,6
تفادي,2,5
تفاعلا,2,6
تفاعلت,2,6
تفاقمت,2,6
تفاوضت,2,6
تفتقد,2,5
تفعل,2,4
تفويتها,2,7
تقارب,2,5
تقاسم,2,5
تقترب,2,5
تقتصر,2,5
تقتل,2,4
تقديرا,2,6
تقديره,2,6
تقريب,2,5
تقسيم,2,5
تقليدي,2,6
تقودها,2,6
تقوض,2,4
تقوية,2,5
تقويض,2,5
تقيم,2,4
تقييما,2,6
تقييمها,2,7
تكاد,2,4
تكافل,2,5
تكبدت,2,5
تكبدتها,2,7
تكبر,2,4
تكتسي,2,5
تكتيكي,2,6
تكتيكية,2,7
تكثفت,2,5
تكرارا,2,6
تكرر,2,4
تكشفت,2,5
تكليفه,2,6
تكمن,2,4
تكهنات,2,6
تلاحقه,2,6
تلال,2,4
تلاميذ,2,6
تلاها,2,5
تلتها,2,5
تلحق,2,4
تلف,2,3
تلفزيوني,2,8
تلق,2,3
تلقتها,2,6
تلقيه,2,5
تلوث,2,4
تمارسه,2,6
تمارسها,2,7
تماشيا,2,6
تمتلكها,2,7
تمثالا,2,6
تمثلت,2,5
تمحورت,2,6
تمد,2,3
تمرد,2,4
تمركزت,2,6
تمريرات,2,7
تمسك,2,4
تمسكه,2,5
تمكنهم,2,6
تميز,2,4
تميزه,2,5
تناسب,2,5
تنامي,2,5
تناوله,2,6
تنتجها,2,6
تنتقد,2,5
تنتمي,2,5
تنته,2,4
تنخفض,2,5
تنذر,2,4
تنشيط,2,5
تنصف,2,4
تنصيب,2,5
تنصيبه,2,6
تنظير,2,5
تنظيمي,2,6
تنعقد,2,5
تنعى,2,4
تنفذها,2,6
تنقطع,2,5
تنهض,2,4
تنوي,2,4
تهريبهم,2,7
تهز,2,3
تهميشه,2,6
تهيج,2,4
تو,2,2
تواجدها,2,7
تواجدهم,2,7
تواجهه,2,6
تواجهها,2,7
تواضعا,2,6
تواطؤ,2,5
توثيقا,2,6
توجب,2,4
توجهات,2,6
توجهنا,2,6
توجيهات,2,7
توحي,2,4
تورطه,2,5
تورك,2,4
توزع,2,4
توسعة,2,5
توصياتهم,2,8
توصية,2,5
توصيل,2,5
توفرها,2,6
توفى,2,4
توفيرها,2,7
توقعاته,2,7
توقعاتهم,2,8
توقعه,2,5
تولون,2,5
توليها,2,6
تويوتا,2,6
تيار,2,4
تيارات,2,6
تيبازة,2,6
تيرانا,2,6
تيزي,2,4
تيغراي,2,6
تيليغرام,2,8
تيم,2,3
تيمور,2,5
تين,2,3
ثابتا,2,5
ثابتة,2,5
ثار,2,3
ثان,2,3
ثانوي,2,5
ثانوية,2,6
ثبت,2,3
ثبتت,2,4
ثبوت,2,4
ثرواتهم,2,7
ثروته,2,5
ثغرة,2,4
ثلاثية,2,6
ثلة,2,3
ثمان,2,4
ثنائي,2,5
جئت,2,3
جاؤوا,2,5
جابر,2,4
جاداي,2,5
جار,2,3
جاريد,2,5
جاستن,2,5
جافة,2,4
جاكسونفيل,2,9
جامعات,2,6
جامعي,2,5
جامعية,2,6
جاهدة,2,5
جبار,2,4
جبال,2,4
جبر,2,3
جدار,2,4
جداول,2,5
جددت,2,4
جدران,2,5
جدلا,2,4
جذري,2,4
جذرية,2,5
جذور,2,4
جرائمه,2,6
جراحية,2,6
جرافة,2,5
جرف,2,3
جريئة,2,5
جزرا,2,4
جزيئات,2,6
جسمك,2,4
جعلته,2,5
جعلهم,2,5
جعمان,2,5
جلالته,2,6
جليلة,2,5
جمعاء,2,5
جمعها,2,5
جنديا,2,5
جنسية,2,5
جنودها,2,6
جنوني,2,5
جنگنده,2,6
جهدنا,2,5
جهده,2,4
جهدهم,2,5
جهودها,2,6
جهيد,2,4
جوا,2,3
جوانب,2,5
جواو,2,4
جوجل,2,4
جوكوفيتش,2,8
جول,2,3
جولتنا,2,6
جونز,2,4
جونية,2,5
جيبي,2,4
جيدين,2,5
جيزيرو,2,6
جيسوس,2,5
جيشنا,2,5
جيف,2,3
جيمي,2,4
جينوم,2,5
حاجته,2,5
حاجزا,2,5
حادثين,2,6
حاز,2,3
حاستي,2,5
حاسم,2,4
حاسما,2,5
حاصروهم,2,7
حاضر,2,4
حاضنة,2,5
حافظت,2,5
حالت,2,4
حانون,2,5
حاوية,2,5
حبا,2,3
حبة,2,3
حبس,2,3
حبوب,2,4
حتمية,2,5
حجرات,2,5
حجوزات,2,6
حدائق,2,5
حدتها,2,5
حدثا,2,4
حددت,2,4
حديثة,2,5
حذروا,2,5
حذف,2,3
حرارية,2,6
حراس,2,4
حراسة,2,5
حربها,2,5
حرج,2,3
حرجة,2,4
حرمان,2,5
حرمه,2,4
حروبها,2,6
حريصة,2,5
حريصون,2,6
حريقا,2,5
حريك,2,4
حزبا,2,4
حزبها,2,5
حزبية,2,5
حزم,2,3
حزنه,2,4
حزين,2,4
حساء,2,4
حسابا,2,5
حساباته,2,7
حساباتها,2,8
حسني,2,4
حشيش,2,4
حصار,2,4
حصانة,2,5
حصتها,2,5
حصر,2,3
حصري,2,4
حصولها,2,6
حضارية,2,6
حضره,2,4
حضوره,2,5
حضورها,2,6
حظ,2,2
حظرت,2,4
حظك,2,3
حظوظ,2,4
حظيت,2,4
حفر,2,3
حفره,2,4
حفلا,2,4
حفيد,2,4
حققته,2,5
حققها,2,5
حققوه,2,5
حقلي,2,4
حقن,2,3
حقها,2,4
حقهم,2,4
حقوقه,2,5
حقوقها,2,6
حكايات,2,6
حكروش,2,5
حكماء,2,5
حكمت,2,4
حكومتنا,2,7
حكيمة,2,5
حكيمي,2,5
حلا,2,3
حلال,2,4
حلت,2,3
حلفائهم,2,7
حلقات,2,5
حلم,2,3
حلوله,2,5
حليفان,2,6
حليفة,2,5
حماة,2,4
حمارشة,2,6
حمراء,2,5
حملت,2,4
حملتهم,2,6
حمله,2,4
حمولة,2,5
حمى,2,3
حميدتي,2,6
حنا,2,3
حوادث,2,5
حوارة,2,5
حواره,2,5
حوزتهما,2,7
حولها,2,5
حيا,2,3
حياتها,2,6
حية,2,3
حيس,2,3
حينه,2,4
خائفين,2,6
خاتمة,2,5
خارجيتها,2,8
خاض,2,3
خاطر,2,4
خاطفة,2,5
خانة,2,4
خدعة,2,4
خدمته,2,5
خروجه,2,5
خسرت,2,4
خسرنا,2,5
خسروا,2,5
خشبة,2,4
خصمه,2,4
خضوع,2,4
خطابا,2,5
خططت,2,4
خططها,2,5
خططوا,2,5
خطفه,2,4
خفر,2,3
خلا,2,3
خلاص,2,4
خلاصة,2,5
خلافة,2,5
خلص,2,3
خلصت,2,4
خلفتها,2,6
خلفه,2,4
خلل,2,3
خلو,2,3
خليجي,2,5
خليل,2,4
خمسينيات,2,8
خنق,2,3
خوان,2,4
خوذة,2,4
خوري,2,4
خوفا,2,4
خيالية,2,6
خيبة,2,4
خيرالله,2,7
دأب,2,3
دا,2,2
دائرته,2,6
داخلك,2,5
داكار,2,5
دامية,2,5
دان,2,3
دانا,2,4
داون,2,4
داونينغ,2,7
دايلي,2,5
دبلوماسيين,2,10
دجلة,2,4
دخلوا,2,5
در,2,2
دراجات,2,6
دراجته,2,6
دراسته,2,6
درس,2,3
درمان,2,5
دروس,2,4
درويش,2,5
دشنت,2,4
دعاوى,2,5
دعمهم,2,5
دفاعا,2,5
دلالات,2,6
دلالة,2,5
دمج,2,3
دمرت,2,4
دمره,2,4
دموع,2,4
دمية,2,4
ده,2,2
دهمت,2,4
دوائر,2,5
دوابشة,2,6
دوافع,2,5
دورتموند,2,8
دورهم,2,5
دوغين,2,5
دولرة,2,5
دومينيك,2,7
دونما,2,5
ديار,2,4
ديان,2,4
ديفيس,2,5
ديكارت,2,6
ديكتاتورية,2,10
ديلونا,2,6
ديمومة,2,6
ديمون,2,5
دينارا,2,6
دينية,2,5
ديوانه,2,6
ديور,2,4
دييغو,2,5
ذاتهم,2,5
ذاتي,2,4
ذراع,2,4
ذكرناها,2,7
ذكريات,2,6
ذهبنا,2,5
ذويها,2,5
ذيل,2,3
ر,2,1
رأسهم,2,5
رأيتك,2,5
رأيي,2,4
رؤوف,2,4
رؤيته,2,5
رؤيتها,2,6
رئيسها,2,6
رائدة,2,5
راديو,2,5
راس,2,3
راسخة,2,5
رافعة,2,5
رافقه,2,5
راقصة,2,5
رالي,2,4
رامون,2,5
رامي,2,4
راي,2,3
رايان,2,5
رايدر,2,5
ربات,2,4
رجاء,2,4
رجائي,2,5
رجح,2,3
رجعة,2,4
رحلاتها,2,7
رحلتي,2,5
رحمان,2,5
رحمة,2,4
رحمه,2,4
ردمان,2,5
ردينة,2,5
رزيق,2,4
رسمها,2,5
رشده,2,4
رشدي,2,4
رشق,2,3
رشوة,2,4
رشيد,2,4
رصاصات,2,6
رصدت,2,4
رضى,2,3
رضي,2,3
رعب,2,3
رفات,2,4
رفاهية,2,6
رفضتا,2,5
رفعه,2,4
رفعها,2,5
رقص,2,3
رقما,2,4
ركز,2,3
رمزا,2,4
رمزي,2,4
رهان,2,4
رهانات,2,6
رهينة,2,5
رواق,2,4
روايته,2,6
روبرتو,2,6
روبوت,2,5
روت,2,3
روتيني,2,6
روتينية,2,7
روستيخ,2,6
روفر,2,4
روك,2,3
رووداو,2,6
ريادتها,2,7
رياضة,2,5
رياضي,2,5
ريشي,2,4
ريم,2,3
ريما,2,4
ريو,2,3
زائد,2,4
زائفة,2,5
زادة,2,4
زارا,2,4
زبائنها,2,7
زحمة,2,4
زرتها,2,5
زعلان,2,5
زغاري,2,5
زغرتا,2,5
زفاف,2,4
زكي,2,3
زمام,2,4
زملائنا,2,7
زهاء,2,4
زواج,2,4
زوكر,2,4
زوكربيرغ,2,8
زيارتها,2,7
زيان,2,4
زيدان,2,5
زيف,2,3
زيفوتكو,2,7
سأل,2,3
سؤاله,2,5
سئل,2,3
ساءت,2,4
سائقي,2,5
سائلا,2,5
سابا,2,4
ساحاته,2,6
ساحقة,2,5
ساريا,2,5
ساعتين,2,6
ساعر,2,4
ساقه,2,4
ساكنا,2,5
سالب,2,4
سالمة,2,5
سامر,2,4
سامية,2,5
سانداوغو,2,8
ساو,2,3
ساوثهامبتون,2,11
سايمون,2,6
سببت,2,4
سببته,2,5
سبحانه,2,6
ستأتي,2,5
ستؤدي,2,5
ستاد,2,4
ستامفورد,2,8
ستتأثر,2,6
ستتخذها,2,7
ستتضرر,2,6
ستتضمن,2,6
ستتولى,2,6
ستجد,2,4
ستخبر,2,5
ستخرج,2,5
ستخفض,2,5
ستدافع,2,6
ستدخل,2,5
ستدفع,2,5
سترتفع,2,6
سترفض,2,5
سترى,2,4
ستساهم,2,6
ستستغرق,2,7
ستسمح,2,5
ستشتري,2,6
ستشكل,2,5
ستصدر,2,5
ستصل,2,4
ستطرح,2,5
ستظل,2,4
ستقام,2,5
ستلعب,2,5
ستلغي,2,5
ستنطلق,2,6
ستنقل,2,5
ستواجه,2,6
ستوفر,2,5
ستولتنبرغ,2,9
ستيفنسون,2,8
ستينغر,2,6
سجلها,2,5
سجلوا,2,5
سجنا,2,4
سجناء,2,5
سجنهم,2,5
سحاب,2,4
سحر,2,3
سراحه,2,5
سراحهما,2,7
سرحان,2,5
سرعان,2,5
سرقته,2,5
سرقتها,2,6
سطوة,2,4
سعاد,2,4
سعاده,2,5
سعت,2,3
سعره,2,4
سعيدا,2,5
سعيدة,2,5
سعيه,2,4
سفره,2,4
سفرهم,2,5
سفيان,2,5
سقطرى,2,5
سقطوا,2,5
سكوت,2,4
سلاحا,2,5
سلفا,2,4
سلو,2,3
سليمة,2,5
سمات,2,4
سمعوا,2,5
سمكة,2,4
سميث,2,4
سناء,2,4
سنتابع,2,6
سنعرض,2,5
